Time,Amplitude
5.9999999999949e-05,-0.175
0.000159999999999716,-0.225
0.000249999999999861,-0.275
0.000360000000000138,-0.225
0.000459999999999905,-0.125
0.00055000000000005,-0.275
0.000649999999999817,-0.325
0.000760000000000094,-0.175
0.000849999999999795,-0.325
0.000970000000000137,-0.025
0.00105999999999984,-0.225
0.00116000000000005,-0.225
0.00125999999999982,-0.225
0.00136000000000003,-0.175
0.00145999999999979,-0.225
0.00154999999999994,-0.275
0.00165999999999977,-0.075
0.00175999999999998,-0.225
0.00185999999999975,-0.125
0.00195999999999996,-0.075
0.00205999999999973,-0.225
0.00215999999999994,-0.225
0.00225000000000009,-0.375
0.00234999999999985,-0.375
0.00246000000000013,-0.225
0.00254999999999983,-0.275
0.00265000000000004,-0.325
0.00274999999999981,-0.325
0.00286000000000008,-0.175
0.00295999999999985,-0.175
0.00306000000000006,-0.175
0.0031699999999999,-0.025
0.00326000000000004,-0.175
0.00335999999999981,-0.175
0.00347000000000008,0.025
0.00356999999999985,0.025
0.00367000000000006,-0.025
0.00375999999999976,-0.125
0.00385999999999997,-0.175
0.00395999999999974,-0.175
0.00405999999999995,-0.225
0.0041500000000001,-0.375
0.00424999999999986,-0.325
0.00435000000000008,-0.275
0.00444999999999984,-0.375
0.00455000000000005,-0.375
0.00464999999999982,-0.375
0.00475000000000003,-0.275
0.00486999999999993,-0.025
0.00497000000000014,-0.025
0.00506999999999991,0.025
0.00517000000000012,0.025
0.00525999999999982,-0.075
0.00536000000000003,-0.125
0.00544999999999973,-0.275
0.00554999999999994,-0.325
0.00565000000000015,-0.325
0.00574999999999992,-0.375
0.00585000000000013,-0.375
0.0059499999999999,-0.275
0.00605000000000011,-0.375
0.00615999999999994,-0.225
0.00626999999999978,-0.025
0.00635999999999992,-0.075
0.00646000000000013,-0.175
0.0065599999999999,-0.175
0.00666999999999973,-0.025
0.00676999999999994,0.125
0.00687000000000015,-0.025
0.00696999999999992,-0.025
0.00706000000000007,-0.075
0.00714999999999977,-0.325
0.00724999999999998,-0.375
0.00735999999999981,-0.225
0.00744999999999996,-0.275
0.00754999999999972,-0.375
0.00764999999999993,-0.375
0.00775000000000015,-0.375
0.00785999999999998,-0.175
0.00795000000000012,-0.275
0.00804999999999989,-0.325
0.0081500000000001,-0.275
0.00825999999999993,-0.225
0.00835000000000008,-0.275
0.00844999999999985,-0.325
0.00856000000000012,-0.175
0.00865999999999989,-0.075
0.00876999999999972,0.075
0.00886999999999993,0.075
0.00897000000000014,0.025
0.00906999999999991,-0.025
0.00917000000000012,-0.025
0.00926999999999989,0.025
0.00936000000000003,-0.125
0.0094599999999998,-0.175
0.00956000000000001,-0.175
0.00965999999999978,-0.225
0.00974999999999993,-0.325
0.00985000000000014,-0.325
0.00995999999999997,-0.225
0.0100599999999997,-0.175
0.0101599999999999,-0.125
0.0102599999999997,-0.175
0.0103599999999999,-0.225
0.0104500000000001,-0.275
0.0105499999999998,-0.325
0.01065,-0.325
0.0107499999999998,-0.375
0.01085,-0.375
0.0109499999999998,-0.375
0.01105,-0.325
0.0111499999999998,-0.325
0.01125,-0.275
0.0113499999999997,-0.375
0.01146,-0.175
0.0115599999999998,-0.075
0.01166,-0.175
0.0117599999999998,-0.225
0.01186,-0.175
0.0119599999999997,-0.125
0.01206,-0.125
0.0121699999999998,0.075
0.0122599999999999,-0.075
0.0123600000000001,-0.175
0.0124599999999999,-0.225
0.0125600000000001,-0.075
0.01267,-0.025
0.0127699999999997,0.025
