Time,Amplitude
0.00038999999999989,-0.025
0.00266999999999973,0.125
0.00471999999999984,0.175
0.00661999999999985,0.075
0.00832999999999995,-0.075
0.0103200000000001,-0.225
0.0126399999999998,0.125
0.0148699999999997,0.325
0.0165699999999998,0.025
0.0183200000000001,-0.225
0.0203799999999998,-0.075
0.0225999999999997,0.175
0.0248200000000001,0.275
0.0266799999999998,0.375
0.0283799999999998,-0.125
0.0304799999999998,0.025
0.0325199999999999,-0.025
0.03477,0.225
0.03674,0.225
0.03837,-0.175
0.0404200000000001,-0.125
0.04257,0.025
0.04467,0.125
0.0466699999999998,0.125
0.0484800000000001,-0.025
0.05044,0.075
0.0525699999999998,0.025
0.0548199999999999,0.275
0.0566900000000001,0.225
0.0585200000000001,-0.025
0.0603199999999999,-0.225
0.0625399999999998,0.025
0.06474,0.375
0.0668500000000001,0.325
0.06847,-0.075
0.0704699999999998,-0.075
0.0725500000000001,0.075
0.0746799999999999,0.175
0.0767699999999998,0.225
0.0783700000000001,-0.175
0.0804199999999997,-0.125
0.0826699999999998,0.125
0.0846499999999999,0.175
0.0867399999999998,0.225
0.0885699999999998,0.025
0.0903700000000001,-0.175
0.0926200000000001,0.075
0.09483,0.425
0.0966399999999998,0.175
0.0985299999999998,0.075
0.10055,0.025
0.10255,0.025
0.10462,0.075
0.10679,0.675
0.10854,0.075
0.11052,-0.025
0.11275,0.225
0.11447,-0.075
0.11667,0.125
0.11857,0.025
0.12053,0.075
0.12262,0.075
0.12462,0.075
0.12659,0.125
0.12865,0.275
0.13057,0.025
0.13262,0.075
0.13437,-0.175
0.13657,0.025
0.1385,0.075
0.14052,-0.025
0.14262,0.075
0.14442,-0.125
0.14652,-0.025
0.14867,0.125
0.15049,0.075
0.15252,-0.025
0.15442,-0.125
0.15652,-0.025
0.15852,-0.025
0.16064,0.225
0.16255,0.125
0.16454,0.075
0.1666,0.075
0.16857,0.025
0.17052,-0.025
0.17258,0.075
0.17449,0.025
0.17657,0.025
0.17857,0.025
0.18059,0.175
0.18259,0.175
0.1845,0.025
0.18652,-0.025
0.18857,0.025
0.19049,0.225
0.19257,0.025
0.19447,-0.075
0.19658,0.175
0.19857,0.025
0.20059,0.175
0.20258,0.125
0.2046,0.125
0.20652,-0.025
