Time,Amplitude
0.60286,-0.469
0.60496,-0.473
0.60676,-0.475
0.60861,-0.481
0.61076,-0.471
0.61247,-0.487
0.61472,-0.477
0.61648,-0.485
0.61876,-0.475
0.62078,-0.467
0.62281,-0.471
0.62493,-0.469
0.62696,-0.471
0.62867,-0.477
0.63056,-0.483
0.63276,-0.475
0.63468,-0.473
0.63676,-0.475
0.63871,-0.477
0.64087,-0.467
0.64266,-0.479
0.64471,-0.479
0.64651,-0.485
0.64876,-0.473
0.65076,-0.475
0.65288,-0.465
0.65481,-0.471
0.65671,-0.475
0.65851,-0.483
0.66051,-0.485
0.66282,-0.479
0.66463,-0.479
0.66656,-0.483
0.66871,-0.477
0.67096,-0.465
0.67256,-0.483
0.67476,-0.475
0.67671,-0.473
0.67851,-0.485
0.68051,-0.485
0.68261,-0.481
0.68468,-0.477
0.68676,-0.465
0.68881,-0.473
0.69067,-0.469
0.69281,-0.469
0.69476,-0.475
0.69658,-0.471
0.69851,-0.485
0.70066,-0.477
0.70281,-0.471
0.70477,-0.465
0.70668,-0.475
0.70856,-0.477
0.71057,-0.481
0.71261,-0.481
0.71456,-0.483
0.71661,-0.481
0.71872,-0.473
0.72091,-0.455
0.72271,-0.477
0.72456,-0.483
0.72671,-0.477
0.72861,-0.481
0.73051,-0.485
0.73262,-0.477
0.73461,-0.481
0.73686,-0.471
0.73881,-0.475
0.74067,-0.481
0.74263,-0.469
0.74451,-0.485
0.74701,-0.469
0.74891,-0.465
0.75076,-0.473
0.75286,-0.475
0.75481,-0.479
0.75666,-0.479
0.75852,-0.483
0.76066,-0.479
0.76266,-0.479
0.76471,-0.477
0.76676,-0.475
0.76871,-0.481
0.77071,-0.477
0.77271,-0.477
0.77476,-0.475
0.77687,-0.469
0.77867,-0.475
0.78076,-0.475
0.78281,-0.475
0.78466,-0.477
0.78682,-0.459
0.78876,-0.473
0.79066,-0.479
0.79291,-0.467
0.79476,-0.475
0.79651,-0.485
0.79868,-0.473
0.80066,-0.481
0.80266,-0.479
0.80481,-0.473
0.80701,-0.463
0.80871,-0.475
0.81087,-0.471
0.81246,-0.487
0.81476,-0.475
0.81682,-0.473
0.81881,-0.475
0.82066,-0.479
0.82271,-0.479
0.82466,-0.483
0.82676,-0.469
0.82886,-0.477
0.83071,-0.477
0.83286,-0.475
0.83471,-0.477
0.83691,-0.471
0.83871,-0.475
0.84086,-0.475
0.84276,-0.471
0.84476,-0.471
0.84666,-0.479
0.84876,-0.475
0.85071,-0.477
0.85271,-0.471
0.85486,-0.471
0.85666,-0.477
0.85877,-0.473
0.86076,-0.475
0.86291,-0.463
0.86451,-0.483
0.86672,-0.473
0.86876,-0.477
0.87077,-0.465
0.87302,-0.447
0.87491,-0.481
0.87661,-0.481
0.87863,-0.479
0.88056,-0.483
0.88281,-0.473
0.88466,-0.479
0.88671,-0.477
0.88901,-0.477
0.89092,-0.475
0.89252,-0.483
0.89476,-0.475
0.89676,-0.473
0.89872,-0.473
0.90081,-0.477
0.90298,-0.469
0.90496,-0.465
0.90671,-0.473
0.90868,-0.473
0.91066,-0.473
0.91276,-0.479
0.91481,-0.479
0.91693,-0.457
0.91896,-0.469
0.92076,-0.479
0.92251,-0.485
0.92446,-0.487
0.92663,-0.475
0.92861,-0.481
0.93076,-0.475
0.93261,-0.481
0.93461,-0.481
0.93661,-0.481
0.93876,-0.475
0.94062,-0.477
0.94277,-0.473
0.94466,-0.479
0.94666,-0.479
0.94878,-0.469
0.95067,-0.477
0.95266,-0.479
0.95461,-0.481
0.95666,-0.477
0.95856,-0.483
0.96056,-0.483
0.96258,-0.481
0.96461,-0.481
0.96656,-0.481
0.96852,-0.481
0.97071,-0.477
0.97276,-0.475
0.97481,-0.475
0.97696,-0.481
0.97851,-0.485
0.98061,-0.481
0.98271,-0.477
0.98477,-0.471
0.98671,-0.471
0.98876,-0.475
0.99086,-0.471
0.99271,-0.479
0.99457,-0.481
0.99666,-0.479
0.99886,-0.473
