Time,Amplitude
2.0000000000131e-05,-0.025
0.000119999999999898,0.025
0.000220000000000109,-0.125
0.00030999999999981,-0.325
0.000420000000000087,-0.075
0.000519999999999854,-0.075
0.000609999999999999,-0.275
0.000709999999999766,-0.175
0.000820000000000043,-0.075
0.00091999999999981,-0.075
0.00100999999999996,-0.175
0.00111999999999979,-0.125
0.00120999999999993,-0.175
0.00131000000000014,-0.175
0.00140999999999991,-0.225
0.00150000000000006,-0.375
0.00160999999999989,-0.175
0.0017100000000001,-0.275
0.00181999999999993,-0.075
0.00192000000000014,-0.075
0.00201999999999991,-0.075
0.00212000000000012,-0.075
0.00221999999999989,-0.125
0.0023200000000001,-0.125
0.00241999999999987,-0.025
0.00252000000000008,-0.025
0.00261999999999984,-0.075
0.00270999999999999,-0.175
0.00280999999999976,-0.175
0.00290999999999997,-0.275
0.0030199999999998,-0.075
0.00310999999999995,-0.175
0.00320999999999971,-0.175
0.00331999999999999,-0.125
0.00341000000000014,-0.175
0.0035099999999999,-0.175
0.00361000000000011,-0.175
0.00370999999999988,-0.275
0.00380000000000003,-0.375
0.00390999999999986,-0.225
0.00401000000000007,-0.275
0.00410999999999984,-0.225
0.00421000000000005,-0.175
0.00431999999999988,-0.125
0.00441000000000003,-0.225
0.00450999999999979,-0.225
0.00461,-0.325
0.00470999999999977,-0.325
0.00480999999999998,-0.225
0.00490999999999975,-0.175
0.00502000000000002,-0.075
0.00511999999999979,-0.125
0.00522,-0.125
0.00531000000000015,-0.175
0.00540999999999991,-0.275
0.00551000000000013,-0.325
0.00560999999999989,-0.325
0.0057100000000001,-0.225
0.00580999999999987,-0.225
0.00592000000000015,-0.075
0.00601999999999991,-0.125
0.00612000000000013,-0.125
0.00620999999999983,-0.175
0.00631000000000004,-0.275
0.00641999999999987,-0.075
0.00652000000000008,-0.025
0.00661999999999985,-0.025
0.00672000000000006,-0.075
0.00681999999999983,-0.025
0.00692000000000004,-0.025
0.0070199999999998,-0.125
0.00710999999999995,-0.275
0.0072000000000001,-0.375
0.00730999999999993,-0.175
0.00741999999999976,-0.125
0.00751999999999997,-0.125
0.00761999999999974,-0.075
0.00770999999999988,-0.175
0.00781000000000009,-0.275
0.00790999999999986,-0.325
0.00801000000000007,-0.325
0.00810999999999984,-0.325
0.00821000000000005,-0.275
0.00830999999999982,-0.275
0.00842000000000009,-0.125
0.0085099999999998,-0.225
0.00862000000000007,-0.075
0.00871999999999984,-0.075
0.00882000000000005,-0.075
0.00890999999999975,-0.175
0.00902000000000003,-0.125
0.00911999999999979,-0.025
0.00922000000000001,-0.125
0.00931999999999977,-0.075
0.00941999999999998,-0.125
