x,y
100,-6.466127808
500,-6.205413048
1000,-6.402458751
1500,-6.318431021
2000,-6.732122999
2500,-6.749185226
3000,-6.749185226
3500,-6.534707918
4000,-6.325399244
4500,-6.641284588
5000,-7.785817991
5500,-9.542425094
6000,-11.64631866
6500,-13.72761754
7000,-15.6658178
7500,-17.76052481
8000,-19.50352833
8500,-21.08715325
9000,-22.33011138
9500,-24.60897843
10000,-25.52412824
11000,-27.70701763
12000,-29.04595342
13000,-32.5677786
14000,-32.5677786
15000,-35.06655333
