x,y
100,-1.488369452
500,-7.71297094
1000,-18.59755828
1500,-29.63312305
2000,-40.7513633
2500,-52.06720908
3000,-64.34382385
3500,-73.28485012
4000,-90
4500,-109.4629509
5000,-122.3205181
5500,-132.9125004
6000,-145.1500954
6500,-155.8848743
7000,-163.3241651
7500,-172.6297954
8000,-179.1598558
8500,-185.0324135
9000,-190.1642486
9500,-195.349477
10000,-200.3075248
11000,-207.1217208
12000,-212.9643873
13000,-218.1445131
14000,-222.5684542
15000,-224.9008722
