x,y
100,-1.432543738
500,-3.047541516
1000,-8.965757795
1500,-15.25752329
2000,-22.2332718
2500,-29.9094119
3000,-40.7513633
3500,-49.80824369
4000,-56.44269024
4500,-62.73395555
5000,-76.46379726
5500,-94.27156444
6000,-109.1881365
6500,-115.4743695
7000,-121.1788355
7500,-126.3360575
8000,-131.4096221
8500,-136.0170369
9000,-138.1896851
9500,-142.330113
10000,-146.2510114
11000,-151.8213573
12000,-156.248054
13000,-160.5287794
14000,-163.8723798
15000,-167.1604116
