x,y
100,-6.86541825
500,-6.650940942
1000,-6.114502337
1500,-5.925671213
2000,-5.8275722
2500,-5.8275722
3000,-6.115528614
3500,-6.402458751
4000,-6.810770739
4500,-7.566541957
5000,-8.271189486
5500,-9.58975976
6000,-10.81083907
6500,-12.23422754
7000,-13.62482475
7500,-15.00245054
8000,-16.31879623
8500,-17.77384333
9000,-19.08485019
9500,-20.50221441
10000,-22.53136723
11000,-24.02403959
12000,-25.82540317
13000,-27.76360343
14000,-29.34722835
15000,-30.93085327
