omega,t,out,in
19,0.564,0.00422,-0.385
19,0.575,0.00418,-0.398
19,0.584,0.0041,-0.397
19,0.595,0.00393,-0.382
19,0.604,0.00367,-0.352
19,0.614,0.00337,-0.311
19,0.625,0.00309,-0.258
19,0.635,0.00263,-0.195
19,0.644,0.00219,-0.126
19,0.655,0.00166,-0.052
19,0.664,0.00114,0.024
19,0.674,0.00061,0.098
19,0.685,0.00033,0.17
19,0.695,0.00019,0.235
19,0.705,0.00039,0.292
19,0.715,0.0006,0.338
19,0.725,0.00081,0.372
19,0.734,0.00109,0.393
19,0.745,0.00141,0.399
19,0.754,0.00167,0.392
19,0.765,0.00201,0.37
19,0.774,0.00237,0.334
19,0.785,0.00265,0.287
19,0.794,0.00292,0.23
19,0.804,0.00315,0.164
19,0.814,0.00322,0.092
19,0.824,0.00337,0.017
19,0.834,0.00343,-0.059
19,0.845,0.00347,-0.132
19,0.854,0.00344,-0.201
19,0.865,0.00361,-0.263
19,0.874,0.0037,-0.315
19,0.885,0.00393,-0.356
19,0.894,0.00398,-0.383
19,0.905,0.00398,-0.398
19,0.914,0.00389,-0.398
19,0.924,0.00375,-0.383
19,0.934,0.00338,-0.355
19,0.945,0.00305,-0.314
19,0.955,0.00261,-0.262
19,0.965,0.0021,-0.2
19,0.975,0.00156,-0.131
19,0.985,0.00108,-0.057
19,0.994,0.00056,0.018
19,1.005,0.00014,0.093
19,1.014,-0.00004,0.165
19,1.025,0,0.231
19,1.034,0.00007,0.288
19,1.045,0.00037,0.335
19,1.054,0.00081,0.37
19,1.065,0.00112,0.392
19,1.075,0.0014,0.399
19,1.085,0.00179,0.393
19,1.095,0.00206,0.372
19,1.105,0.00226,0.337
19,1.115,0.00253,0.291
19,1.125,0.00268,0.234
19,1.134,0.00291,0.169
19,1.145,0.00309,0.097
19,1.155,0.00304,0.022
19,1.164,0.00297,-0.053
19,1.174,0.00308,-0.127
19,1.184,0.0031,-0.196
19,1.195,0.00307,-0.259
19,1.204,0.00343,-0.311
19,1.214,0.00366,-0.353
19,1.224,0.00374,-0.382
19,1.235,0.00368,-0.397
19,1.244,0.0037,-0.398
19,1.255,0.00347,-0.385
19,1.264,0.0032,-0.357
19,1.275,0.00271,-0.317
19,1.284,0.00229,-0.266
19,1.295,0.00182,-0.204
19,1.304,0.00124,-0.136
19,1.315,0.00069,-0.063
19,1.325,0.00027,0.013
19,1.335,-0.00023,0.088
19,1.344,-0.00057,0.16
19,1.355,-0.00057,0.226
19,1.365,-0.00041,0.284
19,1.375,-0.00003,0.332
19,1.384,0.00041,0.368
19,1.395,0.00075,0.391
19,1.405,0.00111,0.399
19,1.414,0.00124,0.394
19,1.424,0.00151,0.374
19,1.434,0.00189,0.34
19,1.445,0.00228,0.294
19,1.454,0.00251,0.238
19,1.464,0.00287,0.173
19,1.474,0.00295,0.102
19,1.485,0.00296,0.027
19,1.494,0.00292,-0.048
19,1.505,0.00299,-0.122
19,1.514,0.00303,-0.192
19,1.525,0.00308,-0.255
19,1.534,0.00315,-0.308
19,1.545,0.00332,-0.351
19,1.554,0.0033,-0.38
19,1.565,0.00321,-0.397
19,1.575,0.00319,-0.398
19,1.585,0.00309,-0.386
19,1.594,0.00269,-0.36
19,1.605,0.00245,-0.32
19,1.615,0.00214,-0.269
19,1.625,0.00169,-0.209
19,1.634,0.00119,-0.141
19,1.645,0.00092,-0.068
19,1.655,0.00052,0.008
19,1.664,0.00013,0.083
19,1.675,-0.00026,0.155
19,1.684,-0.00042,0.222
19,1.694,-0.00052,0.281
19,1.704,-0.00038,0.329
19,1.715,-0.00011,0.366
19,1.725,0.00038,0.39
19,1.734,0.00079,0.399
19,1.744,0.00129,0.394
19,1.755,0.00154,0.375
19,1.765,0.00183,0.343
19,1.774,0.00204,0.298
19,1.784,0.00232,0.242
19,1.794,0.00243,0.178
19,1.804,0.00257,0.107
19,1.815,0.0025,0.033
19,1.825,0.00245,-0.043
19,1.834,0.00241,-0.117
19,1.844,0.00244,-0.187
19,1.855,0.00249,-0.251
19,1.865,0.00278,-0.305
19,1.874,0.003,-0.348
19,1.884,0.00309,-0.379
19,1.895,0.00307,-0.396
19,1.905,0.00303,-0.399
19,1.914,0.00286,-0.387
19,1.925,0.00265,-0.362
19,1.934,0.00234,-0.323
19,1.944,0.00209,-0.273
19,1.954,0.00165,-0.213
19,1.964,0.00117,-0.146
19,1.975,0.00062,-0.073
19,1.985,0.00013,0.003
19,1.994,-0.00048,0.078
19,2.004,-0.00079,0.151
19,2.015,-0.00097,0.218
19,2.024,-0.00092,0.277
19,2.034,-0.0007,0.326
19,2.044,-0.00028,0.364
19,2.055,0.00012,0.388
19,2.065,0.00058,0.399
19,2.075,0.00094,0.395
19,2.084,0.00123,0.377
19,2.095,0.0015,0.345
19,2.104,0.00164,0.301
19,2.114,0.00177,0.247
19,2.125,0.00195,0.183
19,2.135,0.00202,0.112
19,2.145,0.00202,0.038
19,2.155,0.00202,-0.038
19,2.164,0.00212,-0.112
19,2.174,0.00211,-0.183
19,2.184,0.00231,-0.246
19,2.194,0.00253,-0.301
19,2.204,0.00277,-0.345
19,2.214,0.00286,-0.377
19,2.224,0.00292,-0.395
19,2.234,0.00282,-0.399
19,2.244,0.0028,-0.389
19,2.254,0.0026,-0.364
19,2.265,0.00236,-0.326
19,2.274,0.002,-0.277
19,2.284,0.00158,-0.218
19,2.294,0.00098,-0.151
19,2.305,0.00047,-0.078
19,2.315,-0.00011,-0.003
19,2.324,-0.00051,0.073
19,2.334,-0.00084,0.146
19,2.345,-0.00107,0.213
19,2.355,-0.0011,0.273
19,2.364,-0.00081,0.323
19,2.375,-0.00059,0.362
19,2.385,-0.00027,0.387
19,2.395,0.0001,0.399
19,2.404,0.00045,0.396
19,2.414,0.00068,0.379
19,2.424,0.00102,0.348
19,2.434,0.00132,0.305
19,2.444,0.00162,0.251
19,2.454,0.00187,0.187
19,2.464,0.00205,0.117
19,2.474,0.00207,0.043
19,2.484,0.00206,-0.033
19,2.494,0.00205,-0.107
19,2.504,0.00205,-0.178
19,2.515,0.00202,-0.242
19,2.524,0.00224,-0.298
19,2.534,0.00249,-0.343
19,2.544,0.00268,-0.375
19,2.555,0.00282,-0.394
19,2.565,0.00294,-0.399
19,2.574,0.00276,-0.39
19,2.584,0.00258,-0.366
19,2.595,0.00223,-0.329
19,2.605,0.00179,-0.281
19,2.614,0.00129,-0.222
19,2.625,0.00089,-0.156
19,2.635,0.00027,-0.083
19,2.645,-0.00014,-0.008
19,2.654,-0.00052,0.068
19,2.664,-0.00076,0.141
19,2.674,-0.00092,0.209
19,2.684,-0.0008,0.269
19,2.695,-0.00067,0.32
19,2.704,-0.00037,0.36
19,2.714,0.00001,0.386
19,2.724,0.00038,0.398
19,2.734,0.00067,0.397
19,2.744,0.00101,0.38
19,2.754,0.00128,0.351
19,2.765,0.00147,0.308
19,2.774,0.00166,0.255
19,2.784,0.00201,0.192
19,2.794,0.00208,0.122
19,2.804,0.00211,0.048
19,2.815,0.00201,-0.027
19,2.825,0.00202,-0.102
19,2.834,0.00189,-0.173
19,2.845,0.00206,-0.238
19,2.855,0.00223,-0.294
19,2.865,0.00257,-0.34
19,2.875,0.00269,-0.373
19,2.884,0.00266,-0.393
19,2.895,0.00245,-0.399
19,2.905,0.00235,-0.391
19,2.914,0.00212,-0.368
19,2.924,0.00191,-0.332
19,2.934,0.00155,-0.285
19,2.945,0.00118,-0.227
19,2.954,0.00065,-0.16
19,2.964,0.00014,-0.088
19,2.974,-0.00046,-0.013
19,2.984,-0.00083,0.062
19,2.994,-0.00114,0.136
19,3.004,-0.00125,0.204
19,3.015,-0.0013,0.265
19,3.024,-0.00102,0.317
23,0.015,-0.00003,0.131
23,0.025,0,0.213
23,0.034,0.0001,0.285
23,0.045,0.00014,0.341
23,0.055,0.00044,0.379
23,0.065,-0.00084,0.398
23,0.075,-0.00473,0.395
23,0.084,-0.00876,0.372
23,0.094,-0.01269,0.329
23,0.104,-0.01693,0.269
23,0.115,-0.0194,0.194
23,0.124,-0.01914,0.11
23,0.134,-0.0189,0.019
23,0.145,-0.01883,-0.072
23,0.154,-0.01879,-0.16
23,0.164,-0.0187,-0.239
23,0.175,-0.01885,-0.306
23,0.185,-0.01885,-0.356
23,0.194,-0.01867,-0.388
23,0.205,-0.01847,-0.399
23,0.215,-0.01847,-0.389
23,0.225,-0.01856,-0.359
23,0.235,-0.0188,-0.31
23,0.244,-0.01924,-0.245
23,0.255,-0.01965,-0.166
23,0.264,-0.02018,-0.079
23,0.275,-0.02069,0.012
23,0.284,-0.02123,0.103
23,0.295,-0.02143,0.188
23,0.305,-0.02157,0.263
23,0.315,-0.02136,0.325
23,0.324,-0.02105,0.369
23,0.335,-0.02055,0.394
23,0.344,-0.02013,0.398
23,0.354,-0.01984,0.381
23,0.364,-0.0197,0.344
23,0.375,-0.0195,0.289
23,0.384,-0.01925,0.219
23,0.394,-0.01913,0.137
23,0.405,-0.01905,0.048
23,0.414,-0.01897,-0.043
23,0.424,-0.0189,-0.133
23,0.434,-0.01885,-0.215
23,0.445,-0.01876,-0.286
23,0.455,-0.01851,-0.342
23,0.465,-0.01828,-0.38
23,0.475,-0.01801,-0.398
23,0.484,-0.01799,-0.395
23,0.495,-0.01802,-0.371
23,0.504,-0.01816,-0.328
23,0.515,-0.01829,-0.267
23,0.524,-0.01868,-0.192
23,0.535,-0.01901,-0.108
23,0.544,-0.01951,-0.017
23,0.555,-0.01989,0.074
23,0.564,-0.02022,0.162
23,0.575,-0.02033,0.241
23,0.584,-0.02031,0.307
23,0.595,-0.01996,0.357
23,0.604,-0.01964,0.388
23,0.614,-0.01929,0.399
23,0.625,-0.01901,0.389
23,0.635,-0.01872,0.358
23,0.644,-0.01846,0.309
23,0.655,-0.01813,0.243
23,0.664,-0.01797,0.164
23,0.674,-0.01783,0.077
23,0.685,-0.0178,-0.014
23,0.695,-0.01781,-0.105
23,0.705,-0.01791,-0.19
23,0.715,-0.01783,-0.265
23,0.725,-0.01771,-0.326
23,0.734,-0.01736,-0.37
23,0.745,-0.01718,-0.394
23,0.754,-0.01709,-0.398
23,0.765,-0.01719,-0.381
23,0.774,-0.01724,-0.343
23,0.785,-0.01751,-0.288
23,0.794,-0.01772,-0.217
23,0.804,-0.01808,-0.135
23,0.814,-0.01842,-0.046
23,0.824,-0.01885,0.045
23,0.834,-0.01919,0.135
23,0.845,-0.01943,0.217
23,0.854,-0.01926,0.287
23,0.865,-0.01897,0.343
23,0.874,-0.01861,0.38
23,0.885,-0.01828,0.398
23,0.894,-0.01805,0.394
23,0.905,-0.01791,0.37
23,0.914,-0.01771,0.326
23,0.924,-0.01752,0.265
23,0.934,-0.0173,0.191
23,0.945,-0.01703,0.106
23,0.955,-0.01696,0.015
23,0.965,-0.01706,-0.076
23,0.975,-0.01708,-0.164
23,0.985,-0.01702,-0.242
23,0.994,-0.01694,-0.308
23,1.005,-0.01681,-0.358
23,1.014,-0.01655,-0.389
23,1.025,-0.01645,-0.399
23,1.034,-0.01635,-0.388
23,1.045,-0.01643,-0.357
23,1.054,-0.01643,-0.307
23,1.065,-0.01663,-0.241
23,1.075,-0.01681,-0.162
23,1.085,-0.01731,-0.075
23,1.095,-0.01766,0.016
23,1.105,-0.01808,0.107
23,1.115,-0.01824,0.192
23,1.125,-0.01831,0.266
23,1.134,-0.01796,0.327
23,1.145,-0.01768,0.371
23,1.155,-0.01735,0.395
23,1.164,-0.01716,0.398
23,1.174,-0.01701,0.38
23,1.184,-0.01701,0.342
23,1.195,-0.01681,0.287
23,1.204,-0.01661,0.216
23,1.214,-0.0163,0.133
23,1.224,-0.01618,0.044
23,1.235,-0.01619,-0.047
23,1.244,-0.0163,-0.137
23,1.255,-0.01625,-0.218
23,1.264,-0.01628,-0.289
23,1.275,-0.01617,-0.344
23,1.284,-0.01594,-0.381
23,1.295,-0.01576,-0.398
23,1.304,-0.0158,-0.394
23,1.315,-0.01575,-0.369
23,1.325,-0.01589,-0.325
23,1.335,-0.01617,-0.264
23,1.344,-0.01636,-0.189
23,1.355,-0.01662,-0.104
23,1.365,-0.01711,-0.013
23,1.375,-0.01744,0.078
23,1.384,-0.01762,0.166
23,1.395,-0.01785,0.244
23,1.405,-0.0179,0.31
23,1.414,-0.01768,0.359
23,1.424,-0.0174,0.389
23,1.434,-0.01706,0.399
23,1.445,-0.01672,0.388
23,1.454,-0.01643,0.356
23,1.464,-0.0163,0.306
23,1.474,-0.01605,0.24
23,1.485,-0.01604,0.161
23,1.494,-0.01605,0.073
23,1.505,-0.0162,-0.018
23,1.514,-0.01617,-0.109
23,1.525,-0.01632,-0.193
23,1.534,-0.01618,-0.268
23,1.545,-0.01599,-0.328
23,1.554,-0.01555,-0.371
23,1.565,-0.01533,-0.395
23,1.575,-0.01507,-0.398
23,1.585,-0.01502,-0.379
23,1.594,-0.01505,-0.341
23,1.605,-0.0154,-0.285
23,1.615,-0.01576,-0.214
23,1.625,-0.01627,-0.131
23,1.634,-0.01677,-0.042
23,1.645,-0.01735,0.05
23,1.655,-0.01769,0.139
23,1.664,-0.01785,0.22
23,1.675,-0.01775,0.29
23,1.684,-0.01751,0.345
23,1.694,-0.01704,0.382
23,1.704,-0.01666,0.398
23,1.715,-0.01636,0.394
23,1.725,-0.01613,0.369
23,1.734,-0.01583,0.324
23,1.744,-0.01576,0.262
23,1.755,-0.01571,0.187
23,1.765,-0.01564,0.102
23,1.774,-0.01563,0.011
23,1.784,-0.01572,-0.08
23,1.794,-0.01559,-0.167
23,1.804,-0.01538,-0.246
23,1.815,-0.01516,-0.311
23,1.825,-0.0149,-0.36
23,1.834,-0.01465,-0.39
23,1.844,-0.01463,-0.399
23,1.855,-0.01461,-0.387
23,1.865,-0.01465,-0.355
23,1.874,-0.01484,-0.305
23,1.884,-0.01512,-0.238
23,1.895,-0.01537,-0.159
23,1.905,-0.01578,-0.071
23,1.914,-0.01625,0.02
23,1.925,-0.01669,0.111
23,1.934,-0.01693,0.195
23,1.944,-0.01694,0.269
23,1.954,-0.01671,0.33
23,1.964,-0.01636,0.372
23,1.975,-0.01584,0.395
23,1.985,-0.01551,0.397
23,1.994,-0.01527,0.379
23,2.004,-0.01506,0.34
23,2.015,-0.01488,0.284
23,2.024,-0.01477,0.212
23,2.034,-0.01465,0.129
23,2.044,-0.01472,0.04
23,2.055,-0.01473,-0.052
23,2.065,-0.0147,-0.14
23,2.075,-0.01467,-0.222
23,2.084,-0.01454,-0.292
23,2.095,-0.01437,-0.346
23,2.104,-0.01433,-0.382
23,2.114,-0.01423,-0.398
23,2.125,-0.01416,-0.393
23,2.135,-0.01425,-0.368
23,2.145,-0.01434,-0.323
23,2.155,-0.01449,-0.261
23,2.164,-0.01487,-0.185
23,2.174,-0.01531,-0.1
23,2.184,-0.01571,-0.009
23,2.194,-0.01611,0.082
23,2.204,-0.01645,0.169
23,2.214,-0.01649,0.247
23,2.224,-0.01643,0.312
23,2.234,-0.01616,0.361
23,2.244,-0.01578,0.39
23,2.254,-0.01535,0.399
23,2.265,-0.01507,0.387
23,2.274,-0.01472,0.355
23,2.284,-0.0145,0.303
23,2.294,-0.01423,0.236
23,2.305,-0.01406,0.157
23,2.315,-0.01388,0.069
23,2.324,-0.01389,-0.023
23,2.334,-0.01396,-0.113
23,2.345,-0.01409,-0.197
23,2.355,-0.01404,-0.271
23,2.364,-0.01388,-0.331
23,2.375,-0.01361,-0.373
23,2.385,-0.01345,-0.396
23,2.395,-0.01327,-0.397
23,2.404,-0.01336,-0.378
23,2.414,-0.01362,-0.339
23,2.424,-0.01383,-0.282
23,2.434,-0.01402,-0.21
23,2.444,-0.01445,-0.128
23,2.454,-0.01474,-0.038
23,2.464,-0.01507,0.054
23,2.474,-0.0154,0.142
23,2.484,-0.01558,0.224
23,2.494,-0.01553,0.293
23,2.504,-0.01542,0.347
23,2.515,-0.01506,0.383
23,2.524,-0.01481,0.399
23,2.534,-0.01453,0.393
23,2.544,-0.0142,0.367
23,2.555,-0.01389,0.322
23,2.565,-0.01364,0.259
23,2.574,-0.01333,0.183
23,2.584,-0.01325,0.097
23,2.595,-0.01336,0.007
23,2.605,-0.01352,-0.084
23,2.614,-0.01363,-0.171
23,2.625,-0.01369,-0.249
23,2.635,-0.01354,-0.313
23,2.645,-0.01322,-0.362
23,2.654,-0.01293,-0.391
23,2.664,-0.0128,-0.399
23,2.674,-0.01283,-0.386
23,2.684,-0.013,-0.354
23,2.695,-0.01321,-0.302
23,2.704,-0.0136,-0.235
23,2.714,-0.01388,-0.155
23,2.724,-0.01423,-0.067
23,2.734,-0.01463,0.025
23,2.744,-0.01498,0.115
23,2.754,-0.01515,0.199
23,2.765,-0.0152,0.273
23,2.774,-0.01496,0.332
23,2.784,-0.01467,0.374
23,2.794,-0.01432,0.396
23,2.804,-0.01402,0.397
23,2.815,-0.01374,0.377
23,2.825,-0.01359,0.338
23,2.834,-0.01335,0.281
23,2.845,-0.01317,0.209
23,2.855,-0.01294,0.126
23,2.865,-0.01303,0.036
23,2.875,-0.01311,-0.056
23,2.884,-0.01314,-0.144
23,2.895,-0.01321,-0.225
23,2.905,-0.01314,-0.295
23,2.914,-0.01288,-0.348
23,2.924,-0.01265,-0.384
23,2.934,-0.01247,-0.399
23,2.945,-0.01243,-0.393
23,2.954,-0.01261,-0.366
23,2.964,-0.01286,-0.32
23,2.974,-0.01314,-0.258
23,2.984,-0.01352,-0.181
23,2.994,-0.01398,-0.095
23,3.004,-0.01445,-0.005
23,3.015,-0.01483,0.087
23,3.024,-0.01496,0.173
23,3.034,-0.01493,0.25
23,3.044,-0.01468,0.315
23,3.054,-0.01419,0.362
23,3.065,-0.01377,0.391
23,3.075,-0.01355,0.399
23,3.084,-0.01328,0.386
23,3.095,-0.01303,0.353
23,3.105,-0.01299,0.301
23,3.115,-0.01278,0.233
23,3.125,-0.01273,0.153
23,3.134,-0.01274,0.065
23,3.145,-0.01283,-0.027
23,3.155,-0.01276,-0.117
23,3.164,-0.01285,-0.201
23,3.174,-0.01266,-0.274
23,3.184,-0.01252,-0.333
23,3.195,-0.01229,-0.374
23,3.205,-0.01217,-0.396
23,3.214,-0.01208,-0.397
23,3.225,-0.01227,-0.377
23,3.234,-0.01245,-0.337
23,3.244,-0.01274,-0.279
23,3.254,-0.01305,-0.207
23,3.265,-0.01341,-0.124
23,3.274,-0.01376,-0.034
23,3.285,-0.01426,0.058
23,3.294,-0.01451,0.146
23,3.304,-0.01468,0.227
23,3.315,-0.01454,0.296
23,3.324,-0.01419,0.349
23,3.334,-0.01369,0.384
23,3.345,-0.01338,0.399
23,3.355,-0.01303,0.392
23,3.365,-0.01281,0.365
23,3.375,-0.01252,0.319
23,3.385,-0.01226,0.256
23,3.395,-0.01199,0.179
23,3.405,-0.01199,0.093
23,3.414,-0.01201,0.003
23,3.424,-0.01219,-0.089
23,3.435,-0.01228,-0.175
23,3.444,-0.01231,-0.252
23,3.455,-0.01214,-0.316
23,3.464,-0.01207,-0.363
23,3.475,-0.01179,-0.391
23,3.484,-0.01173,-0.399
23,3.494,-0.01165,-0.385
23,3.504,-0.01173,-0.352
23,3.515,-0.01184,-0.299
23,3.524,-0.01212,-0.231
23,3.535,-0.01237,-0.151
23,3.544,-0.01285,-0.063
23,3.554,-0.01315,0.029
23,3.565,-0.0136,0.119
23,3.574,-0.0138,0.202
23,3.585,-0.01388,0.276
23,3.595,-0.01366,0.334
23,3.605,-0.01345,0.375
23,3.615,-0.0129,0.396
23,3.625,-0.01251,0.397
23,3.635,-0.01217,0.376
23,3.644,-0.01197,0.336
23,3.655,-0.01176,0.278
23,3.664,-0.01165,0.205
23,3.675,-0.01169,0.122
23,3.685,-0.01181,0.032
23,3.694,-0.01187,-0.06
23,3.704,-0.01197,-0.148
23,3.714,-0.01199,-0.229
23,3.724,-0.01189,-0.297
23,3.734,-0.01168,-0.35
23,3.744,-0.01147,-0.385
23,3.754,-0.01139,-0.399
23,3.765,-0.01148,-0.392
23,3.774,-0.01151,-0.364
23,3.785,-0.01171,-0.318
23,3.794,-0.01191,-0.254
23,3.804,-0.01224,-0.178
23,3.815,-0.01255,-0.091
23,3.824,-0.01303,0
23,3.835,-0.0134,0.091
23,3.845,-0.01378,0.177
23,3.855,-0.01372,0.254
23,3.865,-0.0136,0.317
23,3.875,-0.01333,0.364
23,3.885,-0.01295,0.392
23,3.894,-0.01249,0.399
23,3.905,-0.0123,0.385
23,3.914,-0.01207,0.351
23,3.925,-0.01188,0.298
23,3.935,-0.01172,0.23
23,3.944,-0.01175,0.149
23,3.954,-0.01168,0.061
23,3.964,-0.01185,-0.031
23,3.974,-0.01181,-0.121
23,3.984,-0.01182,-0.204
23,3.994,-0.01173,-0.277
23,4.004,-0.01163,-0.335
23,4.015,-0.0114,-0.376
23,4.024,-0.01143,-0.397
23,4.035,-0.01139,-0.396
23,4.044,-0.01159,-0.375
23,4.054,-0.01182,-0.335
23,4.065,-0.01217,-0.276
23,4.075,-0.01244,-0.203
23,4.085,-0.01281,-0.12
23,4.095,-0.01304,-0.03
23,4.104,-0.01343,0.062
23,4.115,-0.01349,0.15
23,4.124,-0.01352,0.231
23,4.135,-0.01345,0.299
23,4.144,-0.01331,0.351
23,4.155,-0.01285,0.385
23,4.164,-0.0125,0.399
23,4.175,-0.01226,0.392
23,4.184,-0.01205,0.364
23,4.194,-0.01178,0.317
23,4.204,-0.01173,0.253
23,4.214,-0.01167,0.176
23,4.225,-0.01167,0.089
23,4.234,-0.01176,-0.002
23,4.245,-0.01187,-0.093
23,4.254,-0.01184,-0.179
23,4.265,-0.01197,-0.255
23,4.274,-0.01184,-0.319
23,4.285,-0.01168,-0.365
23,4.294,-0.01149,-0.392
23,4.304,-0.01141,-0.399
23,4.315,-0.01121,-0.384
23,4.325,-0.01126,-0.35
23,4.335,-0.01142,-0.297
23,4.345,-0.01172,-0.228
23,4.354,-0.01202,-0.147
23,4.365,-0.0126,-0.059
23,4.374,-0.01333,0.033
23,4.385,-0.01377,0.123
23,4.394,-0.01379,0.206
23,4.405,-0.01381,0.279
23,4.414,-0.0135,0.336
23,4.425,-0.01283,0.377
23,4.434,-0.01224,0.397
23,4.444,-0.01202,0.396
23,4.454,-0.01162,0.375
23,4.464,-0.01125,0.333
23,4.475,-0.01111,0.275
23,4.484,-0.01099,0.201
23,4.495,-0.0109,0.118
23,4.504,-0.01118,0.028
23,4.515,-0.01133,-0.064
23,4.524,-0.01137,-0.152
23,4.535,-0.01163,-0.232
23,4.544,-0.01171,-0.3
23,4.554,-0.01132,-0.352
23,4.565,-0.01127,-0.386
23,4.575,-0.01126,-0.399
23,4.585,-0.0111,-0.391
23,4.594,-0.0112,-0.363
23,4.604,-0.01155,-0.315
23,4.615,-0.01175,-0.251
23,4.624,-0.01196,-0.174
23,4.635,-0.01239,-0.087
23,4.644,-0.01285,0.004
23,4.655,-0.0132,0.095
23,4.664,-0.01353,0.181
23,4.675,-0.01374,0.257
23,4.684,-0.01347,0.32
23,4.694,-0.01305,0.366
23,4.705,-0.01257,0.393
23,4.714,-0.0122,0.399
23,4.725,-0.01184,0.384
23,4.734,-0.01172,0.349
23,4.745,-0.01156,0.295
23,4.754,-0.01153,0.226
23,4.765,-0.0114,0.145
23,4.774,-0.01152,0.057
23,4.785,-0.01184,-0.035
23,4.795,-0.01197,-0.125
23,4.804,-0.01202,-0.208
23,4.815,-0.01197,-0.28
23,4.825,-0.01176,-0.338
23,4.835,-0.01136,-0.377
23,4.844,-0.01126,-0.397
23,4.854,-0.01122,-0.396
23,4.865,-0.01133,-0.374
23,4.874,-0.01146,-0.332
23,4.885,-0.01169,-0.273
23,4.894,-0.012,-0.2
23,4.905,-0.01243,-0.116
23,4.914,-0.0128,-0.025
23,4.925,-0.01332,0.066
23,4.934,-0.01369,0.154
23,4.944,-0.01374,0.234
23,4.955,-0.01362,0.301
23,4.964,-0.01342,0.353
23,4.975,-0.01301,0.386
23,4.984,-0.01257,0.399
27,0.015,0.00005,0.152
27,0.025,0.00002,0.245
27,0.034,0,0.32
27,0.045,0.00002,0.372
27,0.055,0.00018,0.397
27,0.065,0.00073,0.393
27,0.075,0.00129,0.361
27,0.084,0.00194,0.302
27,0.094,0.00246,0.222
27,0.104,0.00258,0.125
27,0.115,0.0024,0.02
27,0.124,0.00211,-0.087
27,0.134,0.00182,-0.188
27,0.145,0.00165,-0.275
27,0.154,0.00178,-0.342
27,0.164,0.00184,-0.384
27,0.175,0.00189,-0.399
27,0.185,0.0018,-0.384
27,0.194,0.00173,-0.342
27,0.205,0.00149,-0.275
27,0.215,0.00124,-0.188
27,0.225,0.00091,-0.088
27,0.235,0.00064,0.019
27,0.244,0.00029,0.125
27,0.255,0.00017,0.221
27,0.264,0.00016,0.302
27,0.275,0.00031,0.36
27,0.284,0.00068,0.393
27,0.295,0.00112,0.397
27,0.305,0.00137,0.372
27,0.315,0.0016,0.32
27,0.324,0.00193,0.246
27,0.335,0.00201,0.153
27,0.344,0.0018,0.049
27,0.354,0.00155,-0.058
27,0.364,0.00142,-0.161
27,0.375,0.00132,-0.253
27,0.384,0.00134,-0.326
27,0.394,0.00157,-0.375
27,0.405,0.00182,-0.398
27,0.414,0.00183,-0.391
27,0.424,0.00174,-0.356
27,0.434,0.00154,-0.296
27,0.445,0.00119,-0.213
27,0.455,0.00078,-0.116
27,0.465,0.00054,-0.01
27,0.475,0.00031,0.097
27,0.484,0.0001,0.196
27,0.495,0.00009,0.282
27,0.504,0.0003,0.347
27,0.515,0.00044,0.387
27,0.524,0.00068,0.399
27,0.535,0.00097,0.382
27,0.544,0.00119,0.337
27,0.555,0.00138,0.268
27,0.564,0.00154,0.179
27,0.575,0.00153,0.078
27,0.584,0.00143,-0.029
27,0.595,0.00137,-0.134
27,0.604,0.00125,-0.23
27,0.614,0.00125,-0.308
27,0.625,0.00129,-0.365
27,0.635,0.00138,-0.394
27,0.644,0.00154,-0.396
27,0.655,0.00157,-0.368
27,0.664,0.0014,-0.314
27,0.674,0.00119,-0.238
27,0.685,0.00089,-0.143
27,0.695,0.00054,-0.039
27,0.705,0.00011,0.068
27,0.715,-0.00013,0.171
27,0.725,-0.00019,0.261
27,0.734,0.00002,0.332
27,0.745,0.00023,0.379
27,0.754,0.00064,0.398
27,0.765,0.00088,0.389
27,0.774,0.00119,0.352
27,0.785,0.00132,0.289
27,0.794,0.00135,0.205
27,0.804,0.00119,0.106
27,0.814,0.00111,0
27,0.824,0.00087,-0.107
27,0.834,0.00066,-0.205
27,0.845,0.00067,-0.289
27,0.854,0.00083,-0.352
27,0.865,0.00104,-0.389
27,0.874,0.00123,-0.398
27,0.885,0.00133,-0.379
27,0.894,0.00128,-0.331
27,0.905,0.00115,-0.26
27,0.914,0.00093,-0.17
27,0.924,0.00059,-0.068
27,0.934,0.00023,0.039
27,0.945,-0.00016,0.144
27,0.955,-0.00029,0.238
27,0.965,-0.00034,0.315
27,0.975,-0.00015,0.369
27,0.985,0.00021,0.396
27,0.994,0.00064,0.394
27,1.005,0.00089,0.364
27,1.014,0.00114,0.308
27,1.025,0.00124,0.229
27,1.034,0.00132,0.134
27,1.045,0.00118,0.029
27,1.054,0.00104,-0.078
27,1.065,0.00095,-0.18
27,1.075,0.00089,-0.268
27,1.085,0.00084,-0.337
27,1.095,0.00098,-0.382
27,1.105,0.00102,-0.399
27,1.115,0.00107,-0.387
27,1.125,0.00105,-0.347
27,1.134,0.00088,-0.282
27,1.145,0.00064,-0.196
27,1.155,0.00044,-0.097
27,1.164,0.00012,0.01
27,1.174,-0.00016,0.116
27,1.184,-0.00031,0.214
27,1.195,-0.0003,0.296
27,1.204,-0.00018,0.356
27,1.214,0.00003,0.391
27,1.224,0.0003,0.398
27,1.235,0.0006,0.375
27,1.244,0.00082,0.326
