x,y2,y1
4.745,0.07631,0.4
4.754,0.07628,0.4
4.765,0.07623,0.4
4.774,0.07601,0.4
4.785,0.07604,0.4
4.795,0.07612,0.4
4.804,0.07616,0.4
4.815,0.07614,0.4
4.825,0.07641,0.4
4.835,0.07633,0.4
4.844,0.07621,0.4
4.854,0.07622,0.4
4.865,0.0762,0.4
4.874,0.07616,0.4
4.885,0.07634,0.4
4.894,0.07645,0.4
4.905,0.0764,0.4
4.914,0.07645,0.4
4.925,0.0765,0.4
4.934,0.07648,0.4
4.944,0.07653,0.4
4.955,0.07676,0.4
4.964,0.07689,0.4
4.975,0.07688,0.4
4.984,0.07691,0.4
