Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3
,
Point Format,Y
Horizontal Units,S
Horizontal Scale,0.004
Sample Interval,3.20E-06
Filter Frequency,2.00E+08
Record Length,20000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,1.5
Label,
TIME,CH1
-1.58E-02,3.075
-1.58E-02,1.935
-1.58E-02,0.975
-1.58E-02,-0.045
-1.58E-02,-0.045
-1.58E-02,0.015
-1.58E-02,-0.045
-1.58E-02,0.015
-1.58E-02,0.015
-1.58E-02,-0.045
-1.58E-02,0.015
-1.58E-02,-0.045
-1.58E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,0.015
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,0.015
-1.57E-02,0.015
-1.57E-02,0.015
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,0.015
-1.57E-02,-0.045
-1.57E-02,0.015
-1.57E-02,0.015
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,-0.045
-1.57E-02,0.015
-1.57E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,-0.045
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,0.015
-1.56E-02,0.015
-1.56E-02,-0.045
-1.56E-02,-0.045
-1.55E-02,-0.045
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,-0.045
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,-0.045
-1.55E-02,-0.045
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,-0.045
-1.55E-02,0.015
-1.55E-02,-0.045
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.015
-1.55E-02,0.735
-1.55E-02,1.755
-1.55E-02,2.895
-1.55E-02,3.855
-1.55E-02,4.875
-1.55E-02,5.055
-1.55E-02,5.055
-1.55E-02,5.055
-1.55E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.54E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,5.055
-1.53E-02,4.875
-1.53E-02,3.855
-1.53E-02,2.655
-1.53E-02,1.695
-1.53E-02,0.735
-1.53E-02,-0.045
-1.53E-02,0.015
-1.53E-02,-0.045
-1.53E-02,0.015
-1.53E-02,0.015
-1.53E-02,0.015
-1.53E-02,0.015
-1.53E-02,0.015
-1.53E-02,-0.045
-1.53E-02,-0.045
-1.53E-02,0.015
-1.53E-02,-0.045
-1.53E-02,0.015
-1.53E-02,0.015
-1.53E-02,-0.045
-1.53E-02,0.015
-1.53E-02,0.015
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,0.015
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,-0.045
-1.52E-02,0.015
-1.52E-02,-0.045
-1.52E-02,0.015
-1.52E-02,-0.045
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,0.015
-1.52E-02,-0.045
-1.52E-02,-0.045
-1.52E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,-0.045
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,0.015
-1.51E-02,-0.045
-1.51E-02,-0.045
-1.50E-02,-0.045
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,-0.045
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,0.015
-1.50E-02,-0.045
-1.50E-02,-0.045
-1.50E-02,0.015
-1.50E-02,-0.045
-1.50E-02,-0.045
-1.50E-02,0.915
-1.50E-02,2.115
-1.50E-02,3.075
-1.50E-02,4.095
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,4.995
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.50E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.49E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,4.995
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.48E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,4.995
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,4.995
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.47E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,4.995
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,4.995
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.46E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,5.055
-1.45E-02,3.855
-1.45E-02,2.895
-1.45E-02,1.935
-1.45E-02,0.975
-1.45E-02,-0.045
-1.45E-02,0.015
-1.45E-02,0.015
-1.45E-02,0.015
-1.45E-02,-0.045
-1.45E-02,0.015
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,0.015
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.45E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,0.015
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,0.015
-1.44E-02,0.015
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,0.015
-1.44E-02,0.015
-1.44E-02,-0.045
-1.44E-02,0.015
-1.44E-02,0.015
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,-0.045
-1.43E-02,-0.045
-1.43E-02,-0.045
-1.43E-02,-0.045
-1.43E-02,-0.045
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,0.015
-1.43E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,-0.045
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,-0.045
-1.42E-02,0.015
-1.42E-02,0.015
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,-0.045
-1.41E-02,0.015
-1.41E-02,0.015
-1.41E-02,-0.045
-1.40E-02,0.195
-1.40E-02,1.335
-1.40E-02,2.295
-1.40E-02,3.255
-1.40E-02,4.275
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.40E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,5.055
-1.39E-02,4.275
-1.39E-02,3.255
-1.39E-02,2.295
-1.39E-02,1.335
-1.39E-02,0.195
-1.39E-02,0.015
-1.39E-02,0.015
-1.39E-02,-0.045
-1.39E-02,0.015
-1.39E-02,0.015
-1.39E-02,-0.045
-1.39E-02,0.015
-1.39E-02,-0.045
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,-0.045
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,-0.045
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,0.015
-1.38E-02,-0.045
-1.37E-02,-0.045
-1.37E-02,-0.045
-1.37E-02,-0.045
-1.37E-02,-0.045
-1.37E-02,-0.045
-1.37E-02,0.195
-1.37E-02,1.155
-1.37E-02,2.115
-1.37E-02,3.075
-1.37E-02,4.095
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,4.995
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,4.995
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.37E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.36E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.35E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.34E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.33E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,4.995
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.32E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,4.995
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,5.055
-1.31E-02,4.275
-1.31E-02,3.255
-1.31E-02,2.295
-1.31E-02,1.155
-1.31E-02,0.195
-1.31E-02,-0.045
-1.31E-02,-0.045
-1.31E-02,0.015
-1.31E-02,0.015
-1.31E-02,0.015
-1.31E-02,0.015
-1.31E-02,-0.045
-1.31E-02,0.015
-1.31E-02,0.015
-1.31E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,-0.045
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,0.015
-1.30E-02,-0.045
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,-0.045
-1.29E-02,0.015
-1.29E-02,0.015
-1.29E-02,-0.045
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,-0.045
-1.28E-02,-0.045
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,-0.045
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,-0.045
-1.28E-02,-0.045
-1.28E-02,-0.045
-1.28E-02,-0.045
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,-0.045
-1.28E-02,0.015
-1.28E-02,0.015
-1.28E-02,-0.045
-1.28E-02,0.555
-1.28E-02,1.515
-1.28E-02,2.475
-1.28E-02,3.675
-1.28E-02,4.635
-1.28E-02,4.995
-1.28E-02,5.055
-1.28E-02,5.055
-1.28E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.27E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,5.055
-1.26E-02,4.095
-1.26E-02,3.075
-1.26E-02,1.935
-1.26E-02,0.915
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,0.015
-1.26E-02,0.015
-1.26E-02,0.015
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,0.015
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,-0.045
-1.26E-02,0.015
-1.26E-02,-0.045
-1.25E-02,0.015
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,-0.045
-1.25E-02,-0.045
-1.25E-02,0.015
-1.25E-02,0.375
-1.25E-02,1.335
-1.25E-02,2.295
-1.25E-02,3.435
-1.24E-02,4.455
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.24E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,4.995
-1.23E-02,5.055
-1.23E-02,4.995
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,5.055
-1.23E-02,4.455
-1.23E-02,3.435
-1.23E-02,2.295
-1.23E-02,1.335
-1.23E-02,0.375
-1.23E-02,-0.045
-1.23E-02,0.015
-1.23E-02,0.015
-1.23E-02,-0.045
-1.23E-02,-0.045
-1.23E-02,-0.045
-1.23E-02,0.015
-1.23E-02,-0.045
-1.23E-02,-0.045
-1.23E-02,-0.045
-1.23E-02,0.015
-1.23E-02,-0.045
-1.22E-02,0.015
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,0.015
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,0.015
-1.22E-02,-0.045
-1.22E-02,0.015
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
-1.22E-02,-0.045
