Model,TBS1052C
-1.5411e-02,0.015
-1.5410e-02,-0.045
-1.5408e-02,-0.045
-1.5406e-02,-0.045
-1.5405e-02,-0.045
-1.5403e-02,-0.045
-1.5402e-02,-0.045
-1.5400e-02,-0.045
-1.5398e-02,-0.045
-1.5397e-02,0.555
-1.5395e-02,1.695
-1.5394e-02,3.075
-1.5392e-02,4.455
-1.5390e-02,5.055
-1.5389e-02,5.055
-1.5387e-02,5.055
-1.5386e-02,5.055
-1.5384e-02,5.055
-1.5382e-02,5.055
-1.5381e-02,5.055
-1.5379e-02,5.055
-1.5378e-02,5.055
-1.5376e-02,5.055
-1.5374e-02,5.055
-1.5373e-02,5.055
-1.5371e-02,5.055
-1.5370e-02,5.055
-1.5368e-02,5.055
-1.5366e-02,5.055
-1.5365e-02,5.055
-1.5363e-02,5.055
-1.5362e-02,5.055
-1.5360e-02,5.055
-1.5358e-02,5.055
-1.5357e-02,5.055
-1.5355e-02,5.055
-1.5354e-02,5.055
-1.5352e-02,5.055
-1.5350e-02,5.055
-1.5349e-02,5.055
-1.5347e-02,5.055
-1.5346e-02,5.055
-1.5344e-02,5.055
-1.5342e-02,5.055
-1.5341e-02,5.055
-1.5339e-02,5.055
-1.5338e-02,5.055
-1.5336e-02,5.055
-1.5334e-02,5.055
-1.5333e-02,4.095
-1.5331e-02,2.655
-1.5330e-02,1.515
-1.5328e-02,0.195
-1.5326e-02,-0.045
-1.5325e-02,0.015
-1.5323e-02,-0.045
-1.5322e-02,-0.045
-1.5320e-02,-0.045
-1.5318e-02,-0.045
-1.5317e-02,-0.045
-1.5315e-02,-0.045
-1.5314e-02,0.015
-1.5312e-02,0.015
-1.5310e-02,-0.045
-1.5309e-02,-0.045
-1.5307e-02,0.015
-1.5306e-02,-0.045
-1.5304e-02,-0.045
-1.5302e-02,-0.045
-1.5301e-02,-0.045
-1.5299e-02,0.015
-1.5298e-02,-0.045
-1.5296e-02,-0.045
-1.5294e-02,0.015
-1.5293e-02,-0.045
-1.5291e-02,-0.045
-1.5290e-02,-0.045
-1.5288e-02,-0.045
-1.5286e-02,-0.045
-1.5285e-02,-0.045
-1.5283e-02,-0.045
-1.5282e-02,-0.045
-1.5280e-02,-0.045
-1.5278e-02,-0.045
-1.5277e-02,-0.045
-1.5275e-02,-0.045
-1.5274e-02,-0.045
-1.5272e-02,-0.045
-1.5270e-02,0.195
-1.5269e-02,1.335
-1.5267e-02,2.655
-1.5266e-02,3.855
-1.5264e-02,5.055
-1.5262e-02,5.055
-1.5261e-02,5.055
-1.5259e-02,5.055
-1.5258e-02,5.055
-1.5256e-02,5.055
-1.5254e-02,5.055
-1.5253e-02,5.055
-1.5251e-02,5.055
-1.5250e-02,5.055
-1.5248e-02,5.055
-1.5246e-02,5.055
-1.5245e-02,5.055
-1.5243e-02,5.055
-1.5242e-02,5.055
-1.5240e-02,5.055
-1.5238e-02,5.055
-1.5237e-02,5.055
-1.5235e-02,5.055
-1.5234e-02,5.055
-1.5232e-02,5.055
-1.5230e-02,5.055
-1.5229e-02,5.055
-1.5227e-02,5.055
-1.5226e-02,5.055
-1.5224e-02,5.055
-1.5222e-02,5.055
-1.5221e-02,5.055
-1.5219e-02,5.055
-1.5218e-02,5.055
-1.5216e-02,5.055
-1.5214e-02,5.055
-1.5213e-02,5.055
-1.5211e-02,5.055
-1.5210e-02,5.055
-1.5208e-02,5.055
-1.5206e-02,5.055
-1.5205e-02,5.055
-1.5203e-02,5.055
-1.5202e-02,5.055
-1.5200e-02,5.055
-1.5198e-02,5.055
-1.5197e-02,5.055
-1.5195e-02,5.055
-1.5194e-02,5.055
-1.5192e-02,5.055
-1.5190e-02,5.055
-1.5189e-02,5.055
-1.5187e-02,5.055
-1.5186e-02,5.055
-1.5184e-02,5.055
-1.5182e-02,5.055
-1.5181e-02,5.055
-1.5179e-02,5.055
-1.5178e-02,5.055
-1.5176e-02,5.055
-1.5174e-02,5.055
-1.5173e-02,5.055
-1.5171e-02,5.055
-1.5170e-02,5.055
-1.5168e-02,5.055
-1.5166e-02,5.055
-1.5165e-02,5.055
-1.5163e-02,5.055
-1.5162e-02,5.055
-1.5160e-02,5.055
-1.5158e-02,5.055
-1.5157e-02,5.055
-1.5155e-02,5.055
-1.5154e-02,5.055
-1.5152e-02,5.055
-1.5150e-02,5.055
-1.5149e-02,5.055
-1.5147e-02,5.055
-1.5146e-02,5.055
-1.5144e-02,5.055
-1.5142e-02,4.035
-1.5141e-02,2.835
-1.5139e-02,1.515
-1.5138e-02,0.195
-1.5136e-02,-0.045
-1.5134e-02,-0.045
-1.5133e-02,-0.045
-1.5131e-02,-0.045
-1.5130e-02,0.015
-1.5128e-02,-0.045
-1.5126e-02,-0.045
-1.5125e-02,-0.045
-1.5123e-02,-0.045
-1.5122e-02,-0.045
-1.5120e-02,0.015
-1.5118e-02,0.015
-1.5117e-02,-0.045
-1.5115e-02,-0.045
-1.5114e-02,-0.045
-1.5112e-02,-0.045
-1.5110e-02,-0.045
-1.5109e-02,-0.045
-1.5107e-02,-0.045
-1.5106e-02,-0.045
-1.5104e-02,-0.045
-1.5102e-02,0.015
-1.5101e-02,-0.045
-1.5099e-02,-0.045
-1.5098e-02,-0.045
-1.5096e-02,0.015
-1.5094e-02,-0.045
-1.5093e-02,-0.045
-1.5091e-02,0.015
-1.5090e-02,-0.045
-1.5088e-02,-0.045
-1.5086e-02,-0.045
-1.5085e-02,-0.045
-1.5083e-02,-0.045
-1.5082e-02,-0.045
-1.5080e-02,-0.045
-1.5078e-02,-0.045
-1.5077e-02,-0.045
-1.5075e-02,-0.045
-1.5074e-02,-0.045
-1.5072e-02,-0.045
-1.5070e-02,-0.045
-1.5069e-02,-0.045
-1.5067e-02,-0.045
-1.5066e-02,-0.045
-1.5064e-02,-0.045
-1.5062e-02,-0.045
-1.5061e-02,-0.045
-1.5059e-02,-0.045
-1.5058e-02,0.015
-1.5056e-02,-0.045
-1.5054e-02,-0.045
-1.5053e-02,-0.045
-1.5051e-02,-0.045
-1.5050e-02,-0.045
-1.5048e-02,-0.045
-1.5046e-02,-0.045
-1.5045e-02,-0.045
-1.5043e-02,-0.045
-1.5042e-02,-0.045
-1.5040e-02,-0.045
-1.5038e-02,-0.045
-1.5037e-02,-0.045
-1.5035e-02,-0.045
-1.5034e-02,-0.045
-1.5032e-02,-0.045
-1.5030e-02,-0.045
-1.5029e-02,-0.045
-1.5027e-02,-0.045
-1.5026e-02,0.015
-1.5024e-02,-0.045
-1.5022e-02,0.015
-1.5021e-02,-0.045
-1.5019e-02,-0.045
-1.5018e-02,-0.045
-1.5016e-02,0.555
-1.5014e-02,1.755
-1.5013e-02,3.075
-1.5011e-02,4.275
-1.5010e-02,5.055
-1.5008e-02,5.055
-1.5006e-02,5.055
-1.5005e-02,5.055
-1.5003e-02,5.055
-1.5002e-02,5.055
-1.5000e-02,5.055
-1.4998e-02,5.055
-1.4997e-02,5.055
-1.4995e-02,5.055
-1.4994e-02,5.055
-1.4992e-02,5.055
-1.4990e-02,5.055
-1.4989e-02,5.055
-1.4987e-02,5.055
-1.4986e-02,5.055
-1.4984e-02,5.055
-1.4982e-02,5.055
-1.4981e-02,5.055
-1.4979e-02,5.055
-1.4978e-02,5.055
-1.4976e-02,5.055
-1.4974e-02,5.055
-1.4973e-02,5.055
-1.4971e-02,5.055
-1.4970e-02,5.055
-1.4968e-02,5.055
-1.4966e-02,5.055
-1.4965e-02,5.055
-1.4963e-02,5.055
-1.4962e-02,5.055
-1.4960e-02,5.055
-1.4958e-02,5.055
-1.4957e-02,5.055
-1.4955e-02,5.055
-1.4954e-02,5.055
-1.4952e-02,5.055
-1.4950e-02,5.055
-1.4949e-02,5.055
-1.4947e-02,5.055
-1.4946e-02,5.055
-1.4944e-02,4.995
-1.4942e-02,5.055
-1.4941e-02,5.055
-1.4939e-02,5.055
-1.4938e-02,5.055
-1.4936e-02,5.055
-1.4934e-02,5.055
-1.4933e-02,5.055
-1.4931e-02,5.055
-1.4930e-02,5.055
-1.4928e-02,5.055
-1.4926e-02,5.055
-1.4925e-02,5.055
-1.4923e-02,5.055
-1.4922e-02,5.055
-1.4920e-02,5.055
-1.4918e-02,5.055
-1.4917e-02,5.055
-1.4915e-02,5.055
-1.4914e-02,5.055
-1.4912e-02,5.055
-1.4910e-02,5.055
-1.4909e-02,5.055
-1.4907e-02,5.055
-1.4906e-02,4.995
-1.4904e-02,5.055
-1.4902e-02,5.055
-1.4901e-02,5.055
-1.4899e-02,5.055
-1.4898e-02,5.055
-1.4896e-02,4.995
-1.4894e-02,5.055
-1.4893e-02,5.055
-1.4891e-02,5.055
-1.4890e-02,5.055
-1.4888e-02,3.855
-1.4886e-02,2.535
-1.4885e-02,1.335
-1.4883e-02,-0.045
-1.4882e-02,-0.045
-1.4880e-02,-0.045
-1.4878e-02,0.015
-1.4877e-02,-0.045
-1.4875e-02,-0.045
-1.4874e-02,-0.045
-1.4872e-02,-0.045
-1.4870e-02,-0.045
-1.4869e-02,-0.045
-1.4867e-02,-0.045
-1.4866e-02,-0.045
-1.4864e-02,0.015
-1.4862e-02,-0.045
-1.4861e-02,-0.045
-1.4859e-02,0.015
-1.4858e-02,-0.045
-1.4856e-02,-0.045
-1.4854e-02,0.015
-1.4853e-02,-0.045
-1.4851e-02,-0.045
-1.4850e-02,0.015
-1.4848e-02,-0.045
-1.4846e-02,-0.045
-1.4845e-02,-0.045
-1.4843e-02,-0.045
-1.4842e-02,-0.045
-1.4840e-02,-0.045
-1.4838e-02,-0.045
-1.4837e-02,-0.045
-1.4835e-02,-0.045
-1.4834e-02,-0.045
-1.4832e-02,-0.045
-1.4830e-02,-0.045
-1.4829e-02,-0.045
-1.4827e-02,-0.045
-1.4826e-02,0.375
-1.4824e-02,1.515
-1.4822e-02,2.895
-1.4821e-02,4.095
-1.4819e-02,5.055
-1.4818e-02,5.055
-1.4816e-02,5.055
-1.4814e-02,5.055
-1.4813e-02,5.055
-1.4811e-02,5.055
-1.4810e-02,4.995
-1.4808e-02,5.055
-1.4806e-02,5.055
-1.4805e-02,5.055
-1.4803e-02,5.055
-1.4802e-02,5.055
-1.4800e-02,5.055
-1.4798e-02,5.055
-1.4797e-02,5.055
-1.4795e-02,5.055
-1.4794e-02,5.055
-1.4792e-02,5.055
-1.4790e-02,5.055
-1.4789e-02,5.055
-1.4787e-02,5.055
-1.4786e-02,5.055
-1.4784e-02,5.055
-1.4782e-02,5.055
-1.4781e-02,5.055
-1.4779e-02,5.055
-1.4778e-02,5.055
-1.4776e-02,5.055
-1.4774e-02,5.055
-1.4773e-02,5.055
-1.4771e-02,5.055
-1.4770e-02,5.055
-1.4768e-02,5.055
-1.4766e-02,5.055
-1.4765e-02,5.055
-1.4763e-02,5.055
-1.4762e-02,5.055
-1.4760e-02,5.055
-1.4758e-02,5.055
-1.4757e-02,5.055
-1.4755e-02,5.055
-1.4754e-02,5.055
-1.4752e-02,5.055
-1.4750e-02,5.055
-1.4749e-02,5.055
-1.4747e-02,5.055
-1.4746e-02,5.055
-1.4744e-02,5.055
-1.4742e-02,5.055
-1.4741e-02,5.055
-1.4739e-02,5.055
-1.4738e-02,5.055
-1.4736e-02,5.055
-1.4734e-02,5.055
-1.4733e-02,5.055
-1.4731e-02,5.055
-1.4730e-02,5.055
-1.4728e-02,5.055
-1.4726e-02,5.055
-1.4725e-02,5.055
-1.4723e-02,5.055
-1.4722e-02,5.055
-1.4720e-02,5.055
-1.4718e-02,5.055
-1.4717e-02,5.055
-1.4715e-02,5.055
-1.4714e-02,5.055
-1.4712e-02,5.055
-1.4710e-02,5.055
-1.4709e-02,5.055
-1.4707e-02,5.055
-1.4706e-02,5.055
-1.4704e-02,5.055
-1.4702e-02,5.055
-1.4701e-02,5.055
-1.4699e-02,5.055
-1.4698e-02,5.055
-1.4696e-02,5.055
-1.4694e-02,5.055
-1.4693e-02,5.055
-1.4691e-02,5.055
-1.4690e-02,5.055
-1.4688e-02,5.055
-1.4686e-02,5.055
-1.4685e-02,5.055
-1.4683e-02,5.055
-1.4682e-02,5.055
-1.4680e-02,5.055
-1.4678e-02,5.055
-1.4677e-02,5.055
-1.4675e-02,5.055
-1.4674e-02,5.055
-1.4672e-02,5.055
-1.4670e-02,5.055
-1.4669e-02,5.055
-1.4667e-02,5.055
-1.4666e-02,5.055
-1.4664e-02,5.055
-1.4662e-02,5.055
-1.4661e-02,5.055
-1.4659e-02,5.055
-1.4658e-02,5.055
-1.4656e-02,5.055
-1.4654e-02,5.055
-1.4653e-02,5.055
-1.4651e-02,5.055
-1.4650e-02,5.055
-1.4648e-02,5.055
-1.4646e-02,5.055
-1.4645e-02,5.055
-1.4643e-02,5.055
-1.4642e-02,5.055
-1.4640e-02,5.055
-1.4638e-02,5.055
-1.4637e-02,5.055
-1.4635e-02,4.875
-1.4634e-02,3.435
-1.4632e-02,2.115
-1.4630e-02,0.915
-1.4629e-02,-0.045
-1.4627e-02,-0.045
-1.4626e-02,0.015
-1.4624e-02,0.015
-1.4622e-02,-0.045
-1.4621e-02,-0.045
-1.4619e-02,-0.045
-1.4618e-02,0.015
-1.4616e-02,-0.045
-1.4614e-02,-0.045
-1.4613e-02,0.015
-1.4611e-02,-0.045
-1.4610e-02,0.015
-1.4608e-02,0.015
-1.4606e-02,-0.045
-1.4605e-02,-0.045
-1.4603e-02,-0.045
-1.4602e-02,-0.045
-1.4600e-02,-0.045
-1.4598e-02,-0.045
-1.4597e-02,-0.045
-1.4595e-02,-0.045
-1.4594e-02,-0.045
-1.4592e-02,-0.045
-1.4590e-02,-0.045
-1.4589e-02,-0.045
-1.4587e-02,-0.045
-1.4586e-02,-0.045
-1.4584e-02,-0.045
-1.4582e-02,-0.045
-1.4581e-02,-0.045
-1.4579e-02,-0.045
-1.4578e-02,-0.045
-1.4576e-02,-0.045
-1.4574e-02,0.015
-1.4573e-02,-0.045
-1.4571e-02,0.735
-1.4570e-02,1.875
-1.4568e-02,3.255
-1.4566e-02,4.455
-1.4565e-02,5.055
-1.4563e-02,4.995
-1.4562e-02,5.055
-1.4560e-02,5.055
-1.4558e-02,5.055
-1.4557e-02,5.055
-1.4555e-02,5.055
-1.4554e-02,5.055
-1.4552e-02,4.995
-1.4550e-02,5.055
-1.4549e-02,5.055
-1.4547e-02,5.055
-1.4546e-02,5.055
-1.4544e-02,5.055
-1.4542e-02,5.055
-1.4541e-02,5.055
-1.4539e-02,5.055
-1.4538e-02,5.055
-1.4536e-02,5.055
-1.4534e-02,5.055
-1.4533e-02,5.055
-1.4531e-02,5.055
-1.4530e-02,5.055
-1.4528e-02,5.055
-1.4526e-02,5.055
-1.4525e-02,4.995
-1.4523e-02,5.055
-1.4522e-02,5.055
-1.4520e-02,5.055
-1.4518e-02,5.055
-1.4517e-02,5.055
-1.4515e-02,5.055
-1.4514e-02,5.055
-1.4512e-02,5.055
-1.4510e-02,5.055
-1.4509e-02,4.995
-1.4507e-02,5.055
-1.4506e-02,4.995
-1.4504e-02,5.055
-1.4502e-02,5.055
-1.4501e-02,5.055
-1.4499e-02,5.055
-1.4498e-02,5.055
-1.4496e-02,5.055
-1.4494e-02,5.055
-1.4493e-02,5.055
-1.4491e-02,5.055
-1.4490e-02,5.055
-1.4488e-02,5.055
-1.4486e-02,5.055
-1.4485e-02,5.055
-1.4483e-02,5.055
-1.4482e-02,5.055
-1.4480e-02,5.055
-1.4478e-02,4.995
-1.4477e-02,4.995
-1.4475e-02,5.055
-1.4474e-02,5.055
-1.4472e-02,5.055
-1.4470e-02,5.055
-1.4469e-02,5.055
-1.4467e-02,5.055
-1.4466e-02,5.055
-1.4464e-02,5.055
-1.4462e-02,5.055
-1.4461e-02,5.055
-1.4459e-02,5.055
-1.4458e-02,5.055
-1.4456e-02,5.055
-1.4454e-02,5.055
-1.4453e-02,5.055
-1.4451e-02,5.055
-1.4450e-02,4.995
-1.4448e-02,5.055
-1.4446e-02,5.055
-1.4445e-02,4.875
-1.4443e-02,3.495
-1.4442e-02,2.295
-1.4440e-02,0.915
-1.4438e-02,-0.045
-1.4437e-02,-0.045
-1.4435e-02,0.015
-1.4434e-02,0.015
-1.4432e-02,-0.045
-1.4430e-02,-0.045
-1.4429e-02,-0.045
-1.4427e-02,-0.045
-1.4426e-02,-0.045
-1.4424e-02,0.015
-1.4422e-02,-0.045
-1.4421e-02,-0.045
-1.4419e-02,-0.045
-1.4418e-02,-0.045
-1.4416e-02,-0.045
-1.4414e-02,-0.045
-1.4413e-02,-0.045
-1.4411e-02,-0.045
-1.4410e-02,0.015
-1.4408e-02,-0.045
-1.4406e-02,-0.045
-1.4405e-02,-0.045
-1.4403e-02,0.015
-1.4402e-02,0.015
-1.4400e-02,-0.045
-1.4398e-02,-0.045
-1.4397e-02,-0.045
-1.4395e-02,0.015
-1.4394e-02,-0.045
-1.4392e-02,0.015
-1.4390e-02,-0.045
-1.4389e-02,-0.045
-1.4387e-02,-0.045
-1.4386e-02,0.015
-1.4384e-02,-0.045
-1.4382e-02,-0.045
-1.4381e-02,0.555
-1.4379e-02,1.935
-1.4378e-02,3.255
-1.4376e-02,4.455
-1.4374e-02,5.055
-1.4373e-02,5.055
-1.4371e-02,5.055
-1.4370e-02,5.055
-1.4368e-02,5.055
-1.4366e-02,5.055
-1.4365e-02,4.995
-1.4363e-02,5.055
-1.4362e-02,5.055
-1.4360e-02,5.055
-1.4358e-02,5.055
-1.4357e-02,4.995
-1.4355e-02,5.055
-1.4354e-02,5.055
-1.4352e-02,4.995
-1.4350e-02,5.055
-1.4349e-02,5.055
-1.4347e-02,5.055
-1.4346e-02,5.055
-1.4344e-02,5.055
-1.4342e-02,4.995
-1.4341e-02,5.055
-1.4339e-02,5.055
-1.4338e-02,5.055
-1.4336e-02,5.055
-1.4334e-02,5.055
-1.4333e-02,5.055
